player_id,frag_starting,play_time,points,success_3p,try_3p,success_2p,try_2p,dunk,success_ft,try_ft,faul,faul_receive,rebound_offense,rebound_defense,rebound_total,turn_over,assist,steel,block,block_receive,fast_break_points,points_from_turn_over,2p_inside_points,second_chance_points,frag_6man,period,position,probability_6man
8457,104,64058,0.004964251,0.000499547,0.001326922,0.001264479,0.002326017,0,0.000936651,0.001186425,0.001592307,0.001404977,0.000468326,0.001077149,0.001545474,0.001014705,0.001623529,0.000827375,1.56109E-05,0.000171719,0.00128009,0.000827375,0.002279184,0.000249774,0,218,PG,0.116666667
8458,110,55285,0.004938048,0.000126617,0.000614995,0.001863073,0.004739079,0,0.000832052,0.001248078,0.002713213,0.002062042,0.000813964,0.00170028,0.002514244,0.001284254,0.000723524,0.000361762,0.000235145,0.000307498,0.000217057,0.000506466,0.001736457,0.00047029,0,130,PF,0.033898305
8459,162,92530,0.003717713,0.000799741,0.00220469,0.000389063,0.001048309,0,0.000540365,0.000637631,0.001383335,0.000810548,0.000205339,0.001091538,0.001296877,0.000475521,0.00028099,0.000389063,7.56511E-05,0.00016211,8.64584E-05,0.00028099,0.000432292,0.000108073,0,237,SG,0.083333333
8460,110,64988,0.003754539,0.000169262,0.000861698,0.001292546,0.003108266,0,0.000661661,0.000877085,0.001415646,0.001138672,0.000353911,0.00096941,0.001323321,0.000877085,0.001061734,0.000584723,3.07749E-05,0.000169262,0.000338524,0.000538561,0.001138672,0.000292362,0,230,PG/SG,0.266666667
8461,50,35156,0.003925361,8.53339E-05,0.000625782,0.001507566,0.00361247,0,0.000654227,0.000910229,0.001905791,0.000967118,0.000483559,0.001422232,0.001905791,0.000654227,0.001024007,0.00042667,2.84446E-05,0.000199113,0.000739561,0.000682672,0.001365343,0.000113779,0,139,PG,0.2
8462,94,50213,0.002449565,0.000278812,0.001035588,0.000697031,0.002130922,0,0.000219067,0.000278812,0.001792365,0.00057754,0.000398303,0.00119491,0.001593213,0.000716946,0.001613128,0.000517794,3.98303E-05,0.000199152,7.96606E-05,0.000398303,0.001075419,0,0,186,PG,0.316666667
8463,139,98830,0.005615704,0.001143378,0.002812911,0.000900536,0.001780836,0,0.000384499,0.000546393,0.000708287,0.000485682,0.000192249,0.000677932,0.000870181,0.000394617,0.000546393,0.000273196,1.01184E-05,0.000141657,0.000222604,0.000809471,0.000647577,0.000344025,0,243,SG,0.316666667
8464,98,49413,0.003177302,0.000424989,0.001416631,0.000809504,0.001659482,0,0.000283326,0.000546415,0.001315443,0.000829741,0.001194018,0.001720195,0.002914213,0.000546415,0.000384514,0.000465465,0.000121426,0.000101188,0.000364277,0.000344039,0.001538057,0.000303564,0,149,SF,0.085106383
8465,7,14168,0.002329193,0,0,0.001058724,0.003387916,0,0.000211745,0.000211745,0.003387916,0.001058724,0.001411632,0.001693958,0.00310559,0.000635234,0.000494071,0.000776398,7.05816E-05,0.00042349,0,0,0.001552795,0.00042349,0,72,PF,0.086206897
8466,44,28503,0.001192857,0,0.000421008,0.000561344,0.001824369,0,7.01681E-05,0.000140336,0.001578781,0.000596428,0.000385924,0.001298109,0.001684033,0.000947269,0.001087605,0.000701681,0,0.000245588,0,0,0.000771849,0.000210504,0,149,PG,0.072727273
8467,215,128336,0.005314175,0.000693492,0.001948011,0.001340232,0.003225907,0,0.000553235,0.000779205,0.00095063,0.001207767,0.000475315,0.001729834,0.002205149,0.000880501,0.001433736,0.000490899,7.79205E-06,0.000257138,0.000514275,0.000670116,0.001885675,0.000412978,0,261,PG,0
8468,225,121639,0.005894491,0.001085178,0.002844482,0.00094542,0.002162135,0,0.000748115,0.000896094,0.001323589,0.001027631,0.000575473,0.00148801,0.002063483,0.000904315,0.000608358,0.000460379,5.75473E-05,0.000295958,0.000304179,0.000411052,0.001134505,0.000674126,0,259,SG,0
8469,59,39526,0.002656479,0.000505996,0.00250468,0.000354197,0.000885493,0,0.000430097,0.000581895,0.001846886,0.000632495,0.000657795,0.001113191,0.001770986,0.000581895,0.000505996,0.000328897,2.52998E-05,0.000202398,0.000252998,0.000151799,0.000556596,0.000126499,0,163,SF/PF,0.19047619
8470,120,65224,0.004890838,0.000889243,0.002943702,0.001088556,0.002713725,0,4.59953E-05,0.000153318,0.001931804,0.000444622,0.000597939,0.001686496,0.002284435,0.000659267,0.000613271,0.00042929,0.000490617,0.000214645,9.19907E-05,0.000505949,0.000827916,0.000459953,0,133,PF/C,0.016393443
8471,65,42821,0.002148479,0.000116765,0.000513767,0.000864062,0.002568833,0,7.00591E-05,0.000116765,0.001611359,0.000326942,0.00077065,0.000910768,0.001681418,0.000420354,0.000583826,0.000443708,2.3353E-05,7.00591E-05,0.00023353,0.00023353,0.000653885,0,1,156,SG,0.3
8472,0,357,0.011204482,0,0,0.005602241,0.008403361,0,0,0,0.005602241,0,0,0,0,0.00280112,0,0,0,0,0,0,0.011204482,0,0,5,SG,0
8473,3,4485,0.002229654,0.000445931,0.001337793,0.000222965,0.000445931,0,0.000445931,0.000445931,0.003344482,0.000891862,0,0.000891862,0.000891862,0.000668896,0.000668896,0.000222965,0.000222965,0.000222965,0,0,0,0,0,37,PG,0
8474,104,68285,0.003763638,0.000219668,0.000893315,0.001186205,0.002767811,0,0.000732225,0.001127627,0.001288716,0.001303361,0.000702936,0.001230138,0.001933075,0.000834737,0.000761514,0.000893315,4.39335E-05,0.000336824,0.000556491,0.000541847,0.002108809,0.000380757,0,217,PG,0.2
8475,206,116855,0.00430448,0.000778743,0.002301998,0.000881434,0.002421805,0,0.000205383,0.000273844,0.000907107,0.000367977,0.000188268,0.001052587,0.001240854,0.000530572,0.000462111,0.000290959,5.13457E-05,0.000231056,0.000205383,0.000402208,0.000787301,0.000308074,0,237,SG,0
8476,114,62755,0.002979842,0.000748944,0.002023743,0.00019122,0.000653334,0,0.00035057,0.000398375,0.001593499,0.000621464,0.000239025,0.001529759,0.001768783,0.00022309,0.00035057,0.000239025,9.56099E-05,7.96749E-05,0,0.000302765,0.00015935,7.96749E-05,0,164,SF,0.25862069
8477,126,73947,0.002217805,0.00033808,0.001095379,0.000486835,0.001284704,0,0.000229894,0.00029751,0.002042003,0.001135949,0.000311034,0.00131175,0.001622784,0.000622067,0.0016904,0.000649114,5.40928E-05,6.7616E-05,9.46624E-05,0.000243418,0.000270464,0.000189325,0,213,PG,0.080645161
8478,90,56237,0.004587727,0.000444547,0.001635934,0.00151146,0.003236304,0,0.000231165,0.000462329,0.001635934,0.000817967,0.000213383,0.001138041,0.001351423,0.001120259,0.000960222,0.00028451,7.11275E-05,0.000231165,0.000533457,0.000480111,0.001956008,0.000337856,0,198,SF,0.327868852
8479,98,67648,0.002956481,0.000118259,0.000532167,0.001093898,0.002586921,0,0.000413907,0.000576514,0.002202578,0.000960856,0.001079115,0.001374763,0.002453879,0.000694773,0.000650426,0.000517384,0.000532167,0.000266083,0.000236518,0.00031043,0.001833018,0.000502602,0,191,PF,0.14516129
8480,95,57097,0.00500902,0.001103385,0.004080775,0.000788132,0.00203163,0,0.000122598,0.000175141,0.001261012,0.000350281,0.000192655,0.000875703,0.001068357,0.000525422,0.000227683,0.000315253,0.000157626,0.000157626,0.000175141,0.000665534,0.000385309,0.000227683,0,205,SG,0.177419355
8481,152,91452,0.006385864,0.000393649,0.001727682,0.002154136,0.004778463,0,0.000896645,0.001049731,0.001180947,0.001213751,0.00055767,0.001115339,0.001673009,0.000896645,0.000995058,0.000470192,0.000142151,0.000240563,0.000863841,0.000710755,0.002624328,0.000601408,0,238,SG,0.064516129
8482,134,85370,0.005833431,0.000972238,0.002518449,0.000995666,0.002354457,0,0.000925384,0.001159658,0.00132365,0.001581352,0.000550545,0.001534497,0.002085042,0.000773105,0.001885908,0.000620827,0.000163992,7.02823E-05,0.000468549,0.000609113,0.001171372,0.000445121,1,255,PG,0.560606061
8483,21,10913,0.005131495,0.000824704,0.003573719,0.000824704,0.001741043,0,0.001007972,0.001099606,0.001741043,0.000824704,0,0.001466141,0.001466141,0.000824704,0.000274901,0.000366535,0,0.000183268,0.000183268,0.000274901,0.000549803,0.000274901,0,50,SF,0.042553191
8484,145,90239,0.006106007,0.000520839,0.001484946,0.001883886,0.003302342,0,0.000775718,0.00111925,0.001241149,0.001418455,0.000531921,0.000897616,0.001429537,0.000997351,0.002293908,0.000687064,5.54084E-05,0.000144062,0.000531921,0.000520839,0.003014218,0.000354614,0,243,PG,0
8485,136,69850,0.003521832,0.000601288,0.001861131,0.000615605,0.001245526,0,0.000486757,0.000658554,0.001531854,0.001088046,0.000529707,0.001159628,0.001689334,0.000744452,0.001130995,0.000329277,4.29492E-05,7.1582E-05,0.000257695,0.000314961,0.000572656,0.000200429,0,220,SF,0.338461538
8486,68,33070,0.005291805,0,0.000241911,0.0021772,0.003900816,0,0.000937406,0.001602661,0.00190505,0.001421228,0.00081645,0.001935289,0.002751739,0.000876928,0.00081645,0.000362867,0.000241911,0.00027215,0.000725733,0.0005443,0.003144844,0.0005443,0,148,SF/PF,0.048387097
8487,120,79691,0.00745379,0.001581107,0.004291576,0.000890941,0.002271273,0,0.000928587,0.001204653,0.000765457,0.001430525,0.000175679,0.000715263,0.000890941,0.001129362,0.001957561,0.000589778,1.25485E-05,0.000188227,0.000476842,0.000539584,0.00122975,0.000451745,0,196,SG,0
8488,30,17389,0.004543102,0.000920122,0.003335442,0.000805107,0.001955259,0,0.000172523,0.000172523,0.001495198,0.000805107,0.000287538,0.000862614,0.001150152,0.001322675,0.001840244,0.000345046,0.000115015,0.000172523,0.00023003,0.000345046,0.001265168,0.000460061,0,69,SG,0.032786885
8489,24,15571,0.002697322,0.000128444,0.000128444,0.000899107,0.002761544,0,0.000513776,0.000834885,0.002697322,0.000577998,0.000834885,0.001348661,0.002183546,0.000128444,0.000128444,0,0.000192666,0.000449554,0,0,0.001669771,0.000256888,0,93,PF/C,0
8490,166,120127,0.014626187,0.000599366,0.001440143,0.004878171,0.008707451,1.6649E-05,0.003071749,0.00375436,0.000940671,0.002930232,0.001356897,0.00550251,0.006859407,0.001207056,0.001257003,0.000457849,0.0004412,0.000449524,0.000616015,0.001165433,0.007941595,0.002014535,0,258,C,0
8491,144,53987,0.006260766,0,1.8523E-05,0.002648786,0.005019727,3.7046E-05,0.000963195,0.001278085,0.00192639,0.001592976,0.001574453,0.003519366,0.005093819,0.001166948,0.001407746,0.000981718,0.000296368,0.000518643,0.000592735,0.000629781,0.004112101,0.001037287,0,162,PF,0.01754386
8492,144,89407,0.00402653,0.000738197,0.001688906,0.000659904,0.001476394,0,0.000492131,0.00055924,0.000917154,0.000671088,0.000257251,0.000872415,0.001129665,0.000738197,0.001386916,0.000436207,7.82936E-05,0.000100663,0.000201327,0.000480947,0.000850045,0.000100663,0,221,SG/SF,0
8493,72,56531,0.004899966,0.000106136,0.000265341,0.001733562,0.003219473,0,0.001114433,0.001415153,0.001468221,0.001114433,0.000778334,0.001538979,0.002317313,0.000477614,0.000796023,0.000194584,8.8447E-05,0.000229962,0.000176894,0.000353788,0.002547275,0.000424546,1,206,PF/C,0.348484848
8494,111,62333,0.005823561,0.000770058,0.002438516,0.001363644,0.002951887,0,0.0007861,0.001187172,0.001475944,0.001235301,0.000545457,0.000721929,0.001267386,0.000705886,0.0005615,0.000385029,0.000144386,0.000272729,0.0005615,0.0006738,0.001668458,0.000802143,0,240,SG/SF,0.166666667
8495,0,4501,0.005998667,0.000666519,0.002443901,0.00155521,0.00311042,0,0.000888691,0.001333037,0.00311042,0.000666519,0,0.000444346,0.000444346,0.000666519,0.001333037,0.000222173,0,0.000666519,0,0,0.002221729,0,0,34,PG/SG,0
8496,3,8808,0.005903724,0.000794732,0.00215713,0.001362398,0.004654859,0,0.000794732,0.001475931,0.00215713,0.000794732,0.001248865,0.001248865,0.002497729,0.000454133,0.000113533,0.000113533,0.000567666,0.000340599,0.000227066,0.000227066,0.001362398,0.001248865,0,64,PF/C,0.018181818
8497,163,95506,0.005214332,0.000785291,0.002052227,0.001235524,0.002963165,0,0.00038741,0.000460704,0.001696229,0.000722468,0.000293175,0.000869055,0.001162231,0.000586351,0.001214583,0.000450233,0.000157058,0.00018847,0.000418822,0.000711997,0.001214583,0.000366469,0,248,PG/SG,0
8498,93,54917,0.005007557,0.000746581,0.002312581,0.001201814,0.002549302,0.000145674,0.000364186,0.000582698,0.001383907,0.00050986,0.000455232,0.001201814,0.001657046,0.000491651,0.00050986,0.000345977,0.000309558,0.000218512,0.000382395,0.000382395,0.001675255,0.00052807,1,234,SF/PF,0.203125
8499,95,76191,0.006194957,0.001063118,0.003517476,0.001181242,0.002848105,0,0.000643121,0.000826869,0.001220617,0.001076243,0.000538121,0.000918744,0.001456865,0.000931869,0.002126235,0.000472497,1.31249E-05,0.000157499,0.000170624,0.000616871,0.001259991,0.000603746,1,257,PG/SG,0.893939394
8500,133,74850,0.008069472,0.001015364,0.002645291,0.001723447,0.003967936,0,0.001576486,0.001790247,0.001189045,0.001416166,0.000240481,0.000988644,0.001229125,0.000494322,0.000574482,0.000400802,5.34402E-05,0.000173681,0.000360721,0.000908484,0.001549766,0.000440882,0,197,SG/SF,0.01754386
8501,149,88249,0.005201192,0.00036261,0.001529762,0.001699736,0.003784745,0,0.000713889,0.000872531,0.001756394,0.001042505,0.0004306,0.00122381,0.00165441,0.000487258,0.000906526,0.000611905,0.000181305,0.000181305,0.000657231,0.000657231,0.002220988,0.000317284,0,214,SG,0.047619048
8502,187,104290,0.007181897,0.000172596,0.000719149,0.002675233,0.004976508,0.000258893,0.001313645,0.001735545,0.001399942,0.001467063,0.001783488,0.004075175,0.005858663,0.000699971,0.000930099,0.000671205,0.000383546,0.000201362,0.00021095,0.000402723,0.0039697,0.001399942,0,236,PF/C,0.063492063
8503,185,114046,0.005348719,7.89155E-05,0.00027182,0.001806289,0.004208828,8.76839E-06,0.001499395,0.00196412,0.001262648,0.002332392,0.000832997,0.001508163,0.002341161,0.001131123,0.002341161,0.000675166,9.64523E-05,0.000526104,0.000911913,0.000894376,0.003331989,0.000403346,0,238,SG,0.111111111
8504,101,66002,0.00459077,0.000818157,0.002681737,0.000909063,0.001984788,0,0.000318172,0.000469683,0.001651465,0.00057574,0.000409079,0.000742402,0.00115148,0.000681798,0.000439381,0.00042423,0.000181813,9.09063E-05,0.000560589,0.00057574,0.001090876,0.000227266,0,182,SG,0.412698413
8505,22,10970,0.002187785,0.000273473,0.001276208,0.000273473,0.00118505,0,0.000820419,0.000820419,0.00118505,0.000911577,0.000546946,0.000546946,0.001093892,0.001640839,0.001731996,0.00118505,0,0,0.000182315,0.000364631,0.000364631,0,0,36,PG,0.075
8506,25,21990,0.003638017,0.000409277,0.001091405,0.000818554,0.002455662,0,0.000773079,0.001182356,0.002273761,0.001227831,0.000591178,0.002137335,0.002728513,0.000909504,0.001000455,0.000227376,0,0.000318327,0.000272851,0.000318327,0.001364256,0.000272851,0,101,SG,0.38
8507,171,98511,0.005369959,0.000639522,0.001654638,0.001136929,0.002415974,0,0.001177533,0.001400859,0.001400859,0.001705393,0.000365441,0.00141101,0.001776451,0.001136929,0.001989626,0.000680127,1.01512E-05,0.000203023,0.000446651,0.000507558,0.001563277,0.000314686,0,246,PG,0.016666667
8508,113,70226,0.007717939,0.000797425,0.001808447,0.002022043,0.004684875,0,0.001281577,0.001537892,0.00108222,0.001295816,0.000185117,0.000854384,0.001039501,0.000996782,0.001011022,0.000313274,8.54384E-05,0.000341754,0.000355994,0.00109646,0.001196138,0.00056959,0,234,SG,0.25
8509,192,90079,0.004973412,0.000288636,0.001010224,0.001487583,0.003341511,0,0.001132339,0.001376569,0.002198071,0.002175868,0.000521764,0.001820624,0.002342388,0.001531989,0.002242476,0.000777096,9.99123E-05,0.000288636,0.000765994,0.000666082,0.002064854,0.000222027,0,244,SF,0.016666667
8510,118,74923,0.006700212,0.00108111,0.003456882,0.001294663,0.002909654,2.66941E-05,0.000867557,0.001014375,0.001027722,0.001521562,0.0002269,0.001107804,0.001334704,0.000774128,0.000814169,0.000427105,0.000106776,0.000120123,0.000427105,0.000667352,0.001628338,0.000427105,0,192,SF,0.054545455
8511,83,50830,0.005685619,1.96734E-05,5.90203E-05,0.00230179,0.004662601,0,0.001023018,0.001731261,0.002951013,0.002046036,0.001082038,0.00230179,0.003383828,0.000767263,0.000216408,0.000196734,0.000216408,0.000177061,3.93468E-05,0.000236081,0.003187094,0.000629549,0,183,C,0.210526316
8512,123,74039,0.006429044,0.000702333,0.00217453,0.001904402,0.003754778,5.40256E-05,0.000513243,0.000715839,0.001404665,0.000783371,0.00067532,0.001337133,0.002012453,0.001080512,0.000810384,0.000378179,0.000310647,0.000351166,0.000459217,0.000634801,0.002971407,0.000742852,0,191,SF/PF,0.066666667
8513,114,72835,0.002773392,0.000137297,0.000535457,0.000974806,0.002059449,0,0.00041189,0.000535457,0.001798586,0.000755131,0.000466809,0.001688749,0.002155557,0.000892428,0.002539988,0.000974806,4.1189E-05,6.86483E-05,5.49187E-05,0.000164756,0.001098373,0.000219675,0,241,PG,0.366666667
8514,87,46138,0.005158438,0.000628549,0.001972344,0.001300446,0.00279596,0,0.000671897,0.000975335,0.001560536,0.00121375,0.000303438,0.001365469,0.001668906,0.000997009,0.002015692,0.000433482,0.000130045,0.000281763,0.000173393,0.000281763,0.001863973,0.000325112,0,144,PG/SG,0.172413793
8515,23,19451,0.005706647,0.001028225,0.002416328,0.001079636,0.00205645,0,0.000462701,0.000616935,0.001542337,0.000719757,0.000514112,0.001696571,0.002210683,0.000359879,0.000359879,0.000154234,0.000205645,0.000154234,0,0.000359879,0.00082258,0.000771169,0,88,PF,0.254237288
8516,141,87048,0.004755997,0.000597372,0.002136752,0.001160279,0.002883467,0.000114879,0.000643323,0.00082713,0.000964985,0.001148791,0.00076969,0.001998897,0.002768587,0.000758202,0.001148791,0.000631835,0.000114879,0.000241246,0.000379101,0.00055142,0.001769139,0.000471005,0,224,SG,0.133333333
8517,161,106265,0.005975627,0.000988096,0.00280431,0.001260998,0.002992519,0,0.000489343,0.00063991,0.00129864,0.00086576,0.000197619,0.00128923,0.001486849,0.000978685,0.001656237,0.000752835,0.000131746,0.000244671,0.000461111,0.000941044,0.00173152,0.000291724,0,253,PG,0
8518,138,77969,0.004758301,0.000333466,0.001179956,0.001436468,0.003052495,0,0.000884967,0.001205607,0.001590376,0.001616027,0.000333466,0.001564724,0.00189819,0.001321038,0.002783157,0.000987572,3.84768E-05,0.000192384,0.000769537,0.00084649,0.002462517,0.000269338,0,181,PG,0.06
8519,1,4547,0.006157906,0.001539477,0.004178579,0.000659776,0.002639103,0,0.000219925,0.00043985,0.001319551,0.000219925,0,0.001099626,0.001099626,0.000219925,0.00043985,0.00043985,0,0.000659776,0,0,0.00043985,0,0,20,SG,0
8520,125,75555,0.004552975,0.000555886,0.001588247,0.000992654,0.002475018,0,0.000900007,0.001204421,0.001601482,0.001442658,0.000555886,0.002011779,0.002567666,0.00083383,0.001773542,0.000767653,9.26477E-05,0.000277943,0.000582357,0.000423533,0.001667659,0.000410297,0,200,SG,0.116666667
8521,106,54043,0.008012138,0.000388579,0.001091723,0.002683049,0.005939715,0,0.001480303,0.001961401,0.002812575,0.002349981,0.001017708,0.002016912,0.003034621,0.001054716,0.000869678,0.000555114,0.000129526,0.000518106,0.000943693,0.001036212,0.004773976,0.000407083,0,157,SF,0.150943396
8522,30,20404,0.0058812,9.802E-05,0.0004901,0.00220545,0.00382278,0.00058812,0.00117624,0.00215644,0.00235248,0.00161733,0.00161733,0.00323466,0.00485199,0.00068614,0.00053911,0.00044109,0.00058812,0.00019604,0.00107822,0.00039208,0.00421486,0.00107822,0,66,PF,0.076923077
8523,39,32018,0.004216378,0.00012493,0.000593416,0.001655319,0.003872822,0.000156162,0.000530951,0.001374227,0.001967643,0.001499157,0.000780811,0.001717784,0.002498595,0.000406022,0.000249859,0.000281092,0.000218627,0.000343557,0.00012493,0.000437254,0.00243613,0.000874508,0,109,PF,0.25
8524,0,1812,0.008278146,0,0.000551876,0.002759382,0.007174393,0,0.002759382,0.002759382,0.003311258,0.002207506,0.003311258,0.002759382,0.00607064,0.001655629,0.001103753,0,0.000551876,0.000551876,0,0,0.004415011,0.002207506,0,10,PF,0
8525,205,108198,0.009870792,1.84846E-05,3.69693E-05,0.003909499,0.007310671,0.000388177,0.00199634,0.002606333,0.001275439,0.002458456,0.002181186,0.004861458,0.007042644,0.001062866,0.000720901,0.00036045,0.000739385,0.000314239,0.000129392,0.000452873,0.006857798,0.002144217,0,231,C,0.016949153
8526,81,47484,0.006086261,0.000652851,0.002021734,0.00155842,0.003727571,0,0.001010867,0.001284643,0.001263584,0.001474181,0.000968747,0.001916435,0.002885182,0.000842389,0.000989807,0.000421195,0.000168478,0.000273776,0.000589672,0.000400135,0.002653525,0.000505433,0,133,PF,0.196428571
8527,73,45358,0.001521231,8.81873E-05,0.000573218,0.000595264,0.001190529,0,6.61405E-05,0.000308656,0.00132281,0.000793686,0.00090392,0.001080295,0.001984214,0.000396843,0.000352749,0.000440937,0.000264562,4.40937E-05,0.000220468,0.000154328,0.001102341,0.000264562,0,129,SG,0.1
8528,173,95281,0.005153178,0.001122994,0.003358487,0.000619221,0.001521814,0,0.000545754,0.000850117,0.001133489,0.001112499,0.000482783,0.001910139,0.002392922,0.000629716,0.000493278,0.000461792,5.24764E-05,7.34669E-05,0.000188915,0.000346344,0.00077665,0.000356839,0,235,SG,0.030769231
8529,154,99855,0.005217565,0.000160232,0.000941365,0.001942817,0.004156026,0,0.000851234,0.00135196,0.000991438,0.001512193,0.000550799,0.001552251,0.002103049,0.001021481,0.002002904,0.000680987,0.000180261,0.000300436,0.000450653,0.000540784,0.002904211,0.000390566,0,228,PG,0.061538462
8530,33,24297,0.00325143,0.000288101,0.00123472,0.000946619,0.001852081,0,0.000493888,0.000823147,0.00139935,0.001070091,0.000411573,0.001687451,0.002099025,0.000576203,0.001028934,0.000658518,0.000123472,8.23147E-05,0.000411573,0.000246944,0.000987776,0.000246944,0,117,SG,0.138461538
8531,86,59749,0.005238581,0.00025105,0.001205041,0.001824298,0.003899647,0,0.000836834,0.001288724,0.001489565,0.001305461,0.00035147,0.001824298,0.002175769,0.000485364,0.000384944,0.000317997,0.000334734,0.000167367,0.000468627,0.000485364,0.002443556,0.000317997,0,198,SF,0.292307692
8532,120,77385,0.005608322,0.000827034,0.002597403,0.001124249,0.002468179,0,0.000878723,0.001059637,0.002067584,0.001473154,0.000219681,0.001331007,0.001550688,0.000891646,0.001318085,0.000749499,0.000180914,0.000206758,0.00064612,0.000878723,0.001654067,0.000193836,1,246,PG,0.53968254
8533,3,3621,0.003314002,0.000276167,0.001933168,0.001104667,0.001933168,0,0.000276167,0.000276167,0.001657001,0.000276167,0.000276167,0.001104667,0.001380834,0.0008285,0.000276167,0,0,0,0,0.000552334,0.000552334,0,0,19,SG,0
8534,161,92533,0.006203192,0.000983433,0.002399144,0.001091502,0.002409951,0,0.001069889,0.001275221,0.001037468,0.001264414,0.000194525,0.00088617,0.001080696,0.000670031,0.000713259,0.000399857,4.32278E-05,0.000162104,0.000443085,0.00088617,0.001253607,0.00035663,0,232,SG/SF,0.092307692
8535,77,42423,0.006175895,0.000565731,0.002027202,0.001791481,0.003912972,0,0.000895741,0.001249322,0.001909342,0.002097919,0.000259293,0.00122575,0.001485043,0.000848596,0.002027202,0.000754308,0.000117861,0.000353582,0.000801452,0.001037173,0.0024515,0.000282865,0,141,PG,0.126984127
8536,168,117962,0.007154846,0.000839253,0.002594056,0.001822621,0.00406063,0,0.000991845,0.001229209,0.001025754,0.001263119,0.00034757,0.001610688,0.001958258,0.000907072,0.000898594,0.000542548,0.00022041,0.000254319,0.000457775,0.000627321,0.001695461,0.000542548,0,250,SF,0
8537,1,852,0.004694836,0,0,0.002347418,0.005868545,0,0,0,0.003521127,0,0.001173709,0.004694836,0.005868545,0.003521127,0.001173709,0.001173709,0,0.001173709,0.002347418,0.002347418,0.004694836,0,0,6,PF/C,0
8538,140,79857,0.007087669,0.000500895,0.001427552,0.002066193,0.004182476,0,0.001452597,0.001803223,0.001076925,0.001853313,0.000751343,0.001728089,0.002479432,0.000613597,0.000976746,0.000488373,8.76567E-05,0.000225403,0.000550985,0.000851522,0.00220394,0.000676209,0,200,PG/SG,0.230769231
