game_ID,game_day,cup_ID,cup_name,max_period,stage,hometeam_ID,hometeam_name,awayteam_ID,awayteam_name,studiam_ID,studiam_name,start_time,end_time,spectator,home_sore,away_score,main_unpire_ID,main_umpire_name,sub_umpire_ID1,sub_umpire_name1,sub_umpire_ID2,sub_umpire_name2,weather,temperture,humidity,No.
13,20160925,2,2016-17 B1リーグ,4,1,694,横浜ビー・コルセアーズ,726,サンロッカーズ渋谷,181,横浜文化体育館,140300,155800,3182,67,77,4,北沢　岳夫,19,石田　祐二,221,阿部　聖,曇り,26,82,14
14,20160925,2,2016-17 B1リーグ,4,1,696,富山グラウジーズ,695,新潟アルビレックスBB,224,富山市総合体育館,130200,145800,2645,70,86,12,安西　郷史,32,加藤　昌樹,393,青木　俊博,晴れ,25.8,63,14
15,20160925,2,2016-17 B1リーグ,4,1,697,三遠ネオフェニックス,727,川崎ブレイブサンダース,169,豊橋市総合体育館,135900,155200,2610,71,65,504,高城　邦弘,22,倉口　勉,230,堀内　純,晴れ,26.9,56,14
16,20160925,2,2016-17 B1リーグ,5,1,729,名古屋ダイヤモンドドルフィンズ,699,京都ハンナリーズ,12,愛知県体育館,140300,161000,4719,76,79,25,東　祐二,27,前田　喜庸,227,飯尾　勝紀,晴れ,27.4,,14
17,20160925,2,2016-17 B1リーグ,4,1,698,滋賀レイクスターズ,728,シーホース三河,220,ウカルちゃんアリーナ,140800,155700,2427,73,85,3,松本　隆志,29,玉木　彰治,603,田島　寛治,晴れ,25.4,62,14
18,20160925,2,2016-17 B1リーグ,4,1,700,大阪エヴェッサ,702,レバンガ北海道,230,府民共済SUPERアリーナ,140400,155700,2932,58,70,37,相原　伸康,35,有澤　重行,290,守谷　圭介,曇り,24.4,59,14
19,20160930,2,2016-17 B1リーグ,4,2,727,川崎ブレイブサンダース,694,横浜ビー・コルセアーズ,8,川崎市とどろきアリーナ,190500,204700,3366,87,85,13,佐藤　誠,32,加藤　昌樹,381,久保　知仁,曇り,25.7,69,14
20,20161001,2,2016-17 B1リーグ,4,2,692,仙台89ERS,702,レバンガ北海道,221,カメイアリーナ仙台,180300,195600,4789,72,67,16,小澤　勤,8,久米　克弥,458,北島　寛臣,晴れ,27.6,59,14
21,20161001,2,2016-17 B1リーグ,4,2,693,秋田ノーザンハピネッツ,706,アルバルク東京,185,ＣＮＡアリーナ★あきた,140100,155300,4328,64,79,25,東　祐二,504,高城　邦弘,10,芳賀　聡,晴れ,27.1,56,14
22,20161001,2,2016-17 B1リーグ,4,2,704,千葉ジェッツ,703,栃木ブレックス,3,船橋アリーナ,160200,175000,5293,57,83,21,久保　裕紀,12,安西　郷史,29,玉木　彰治,曇り,27,65,14
23,20161001,2,2016-17 B1リーグ,4,2,727,川崎ブレイブサンダース,694,横浜ビー・コルセアーズ,8,川崎市とどろきアリーナ,150300,165200,3186,92,79,13,佐藤　誠,32,加藤　昌樹,381,久保　知仁,曇り,26.4,92,14
24,20161001,2,2016-17 B1リーグ,4,2,695,新潟アルビレックスBB,726,サンロッカーズ渋谷,211,シティホールプラザアオーレ長岡,180200,195400,5286,72,76,270,加藤　誉樹,225,谷古宇　孝,264,細田　知宏,晴れ,25.2,45.1,14
25,20161001,2,2016-17 B1リーグ,5,2,696,富山グラウジーズ,697,三遠ネオフェニックス,224,富山市総合体育館,180100,202100,1532,92,96,3,松本　隆志,366,大倉　守正,571,平澤　明男,曇り,27.4,56,14
26,20161001,2,2016-17 B1リーグ,4,2,728,シーホース三河,729,名古屋ダイヤモンドドルフィンズ,4,ウィングアリーナ刈谷,141300,154800,2627,82,87,5,片寄　達,230,堀内　純,19,石田　祐二,晴れ,24.3,,14
27,20161001,2,2016-17 B1リーグ,4,2,699,京都ハンナリーズ,700,大阪エヴェッサ,227,ハンナリーズアリーナ,181000,202000,3031,72,63,2,宇田川　貴生,39,宇地原　尚彦,229,甲斐　清,曇り,26.4,,14
28,20161001,2,2016-17 B1リーグ,4,2,701,琉球ゴールデンキングス,698,滋賀レイクスターズ,291,沖縄市体育館,190500,205200,3520,59,56,25,東　祐二,224,伊藤　亮介,226,冨島　健司,晴れ,28,40,14
29,20161002,2,2016-17 B1リーグ,4,2,692,仙台89ERS,702,レバンガ北海道,221,カメイアリーナ仙台,130400,145200,3503,72,64,16,小澤　勤,8,久米　克弥,458,北島　寛臣,晴れ,25.5,58,14
30,20161002,2,2016-17 B1リーグ,4,2,693,秋田ノーザンハピネッツ,706,アルバルク東京,185,ＣＮＡアリーナ★あきた,140100,160300,4003,70,84,25,東　祐二,504,高城　邦弘,10,芳賀　聡,晴れ,27.4,55,14
31,20161002,2,2016-17 B1リーグ,4,2,704,千葉ジェッツ,703,栃木ブレックス,3,船橋アリーナ,150300,165600,6023,69,87,21,久保　裕紀,12,安西　郷史,29,玉木　彰治,晴れ,27,72,14
32,20161002,2,2016-17 B1リーグ,4,2,695,新潟アルビレックスBB,726,サンロッカーズ渋谷,211,シティホールプラザアオーレ長岡,130100,144500,4898,76,66,270,加藤　誉樹,225,谷古宇　孝,264,細田　知宏,晴れ,23,63.6,14
33,20161002,2,2016-17 B1リーグ,4,2,696,富山グラウジーズ,697,三遠ネオフェニックス,224,富山市総合体育館,130100,145700,1497,64,70,3,松本　隆志,366,大倉　守正,571,平澤　明男,晴れ,25.1,59,14
34,20161002,2,2016-17 B1リーグ,4,2,728,シーホース三河,729,名古屋ダイヤモンドドルフィンズ,4,ウィングアリーナ刈谷,140200,154200,2438,73,78,5,片寄　達,230,堀内　純,19,石田　祐二,晴れ,24,80,14
35,20161002,2,2016-17 B1リーグ,4,2,699,京都ハンナリーズ,700,大阪エヴェッサ,227,ハンナリーズアリーナ,130100,144900,2656,58,78,2,宇田川　貴生,39,宇地原　尚彦,229,甲斐　清,曇り,27,,14
36,20161002,2,2016-17 B1リーグ,4,2,701,琉球ゴールデンキングス,698,滋賀レイクスターズ,291,沖縄市体育館,180400,194400,3546,77,49,22,倉口　勉,27,前田　喜庸,38,松本　究,晴れ,28,55,14
37,20161007,2,2016-17 B1リーグ,4,3,727,川崎ブレイブサンダース,695,新潟アルビレックスBB,8,川崎市とどろきアリーナ,191100,205100,2651,103,70,20,緒方　崇,29,玉木　彰治,393,青木　俊博,曇り,21,60,14
38,20161008,2,2016-17 B1リーグ,4,3,703,栃木ブレックス,692,仙台89ERS,7,ブレックスアリーナ宇都宮,150000,164200,2743,108,56,22,倉口　勉,27,前田　喜庸,19,石田　祐二,曇り,25.4,55,14
39,20161008,2,2016-17 B1リーグ,4,3,706,アルバルク東京,704,千葉ジェッツ,49,スカイホール豊田,170100,184400,2797,76,80,3,松本　隆志,32,加藤　昌樹,8,久米　克弥,晴れ,25.8,59,14
40,20161008,2,2016-17 B1リーグ,4,3,726,サンロッカーズ渋谷,696,富山グラウジーズ,280,青山学院記念館,180100,194100,2624,79,61,12,安西　郷史,13,佐藤　誠,39,宇地原　尚彦,曇り,24.9,68,14
41,20161008,2,2016-17 B1リーグ,4,3,727,川崎ブレイブサンダース,695,新潟アルビレックスBB,8,川崎市とどろきアリーナ,150000,164200,2010,77,63,20,緒方　崇,29,玉木　彰治,393,青木　俊博,曇り,25.4,89,14
42,20161008,2,2016-17 B1リーグ,4,3,697,三遠ネオフェニックス,694,横浜ビー・コルセアーズ,169,豊橋市総合体育館,175800,195600,1554,71,62,504,高城　邦弘,10,芳賀　聡,404,橋本　恵一,晴れ,27.4,60,14
43,20161008,2,2016-17 B1リーグ,4,3,729,名古屋ダイヤモンドドルフィンズ,700,大阪エヴェッサ,12,愛知県体育館,140100,154200,1698,68,57,4,北沢　岳夫,603,田島　寛治,366,大倉　守正,曇り,26.1,57,14
44,20161008,2,2016-17 B1リーグ,4,3,698,滋賀レイクスターズ,699,京都ハンナリーズ,220,ウカルちゃんアリーナ,180100,195500,1460,61,71,37,相原　伸康,225,谷古宇　孝,227,飯尾　勝紀,晴れ,25.7,61,14
45,20161008,2,2016-17 B1リーグ,4,3,701,琉球ゴールデンキングス,728,シーホース三河,291,沖縄市体育館,151300,165200,3167,69,89,25,東　祐二,224,伊藤　亮介,226,冨島　健司,晴れ,28,65,14
46,20161009,2,2016-17 B1リーグ,4,3,702,レバンガ北海道,693,秋田ノーザンハピネッツ,47,北海きたえーる,131500,151200,6105,76,70,26,平原　勇次,381,久保　知仁,264,細田　知宏,曇り,24.4,43,14
47,20161009,2,2016-17 B1リーグ,4,3,703,栃木ブレックス,692,仙台89ERS,7,ブレックスアリーナ宇都宮,140000,154800,3025,82,55,22,倉口　勉,27,前田　喜庸,19,石田　祐二,曇り,24.5,59,14
48,20161009,2,2016-17 B1リーグ,4,3,706,アルバルク東京,704,千葉ジェッツ,49,スカイホール豊田,170100,183900,2978,72,67,3,松本　隆志,32,加藤　昌樹,8,久米　克弥,晴れ,23.6,53,14
49,20161009,2,2016-17 B1リーグ,4,3,726,サンロッカーズ渋谷,696,富山グラウジーズ,280,青山学院記念館,140000,153500,2503,76,52,12,安西　郷史,13,佐藤　誠,39,宇地原　尚彦,曇り,25,67,14
50,20161009,2,2016-17 B1リーグ,4,3,697,三遠ネオフェニックス,694,横浜ビー・コルセアーズ,169,豊橋市総合体育館,140000,155500,1693,75,89,504,高城　邦弘,10,芳賀　聡,404,橋本　恵一,曇り,25.1,57,14
51,20161009,2,2016-17 B1リーグ,4,3,729,名古屋ダイヤモンドドルフィンズ,700,大阪エヴェッサ,12,愛知県体育館,140000,154200,1952,70,60,4,北沢　岳夫,603,田島　寛治,366,大倉　守正,曇り,24.3,56,14
52,20161009,2,2016-17 B1リーグ,4,3,698,滋賀レイクスターズ,699,京都ハンナリーズ,220,ウカルちゃんアリーナ,140600,161100,1682,83,74,37,相原　伸康,225,谷古宇　孝,227,飯尾　勝紀,晴れ,23.9,55,14
53,20161009,2,2016-17 B1リーグ,4,3,701,琉球ゴールデンキングス,728,シーホース三河,291,沖縄市体育館,140500,154900,3566,75,67,25,東　祐二,224,伊藤　亮介,226,冨島　健司,晴れ,27,60,14
54,20161010,2,2016-17 B1リーグ,4,3,702,レバンガ北海道,693,秋田ノーザンハピネッツ,47,北海きたえーる,190000,205000,3024,63,55,26,平原　勇次,381,久保　知仁,264,細田　知宏,雨,23.6,35,14
55,20161013,2,2016-17 B1リーグ,4,4,702,レバンガ北海道,703,栃木ブレックス,47,北海きたえーる,190000,204100,2251,71,85,16,小澤　勤,32,加藤　昌樹,458,北島　寛臣,曇り,21.2,34,14
56,20161014,2,2016-17 B1リーグ,4,4,702,レバンガ北海道,703,栃木ブレックス,47,北海きたえーる,190000,204600,3002,66,98,16,小澤　勤,32,加藤　昌樹,458,北島　寛臣,晴れ,21.5,34,14
57,20161015,2,2016-17 B1リーグ,4,4,693,秋田ノーザンハピネッツ,704,千葉ジェッツ,185,ＣＮＡアリーナ★あきた,180100,195400,3338,70,82,20,緒方　崇,12,安西　郷史,10,芳賀　聡,晴れ,23.1,57,14
58,20161015,2,2016-17 B1リーグ,4,4,706,アルバルク東京,692,仙台89ERS,2,国立代々木競技場第二体育館,180100,193700,2705,95,69,21,久保　裕紀,366,大倉　守正,458,北島　寛臣,晴れ,23.7,41,14
59,20161015,2,2016-17 B1リーグ,4,4,726,サンロッカーズ渋谷,727,川崎ブレイブサンダース,280,青山学院記念館,180000,193700,1529,74,89,26,平原　勇次,27,前田　喜庸,264,細田　知宏,晴れ,22.7,42,14
60,20161015,2,2016-17 B1リーグ,4,4,695,新潟アルビレックスBB,697,三遠ネオフェニックス,211,シティホールプラザアオーレ長岡,160100,174700,3388,64,66,2,宇田川　貴生,224,伊藤　亮介,244,稲葉　威,晴れ,25.2,30.7,14
61,20161015,2,2016-17 B1リーグ,5,4,696,富山グラウジーズ,694,横浜ビー・コルセアーズ,223,富山県総合体育センター,180100,195700,1641,77,79,25,東　祐二,225,谷古宇　孝,571,平澤　明男,晴れ,25.1,40,14
62,20161015,2,2016-17 B1リーグ,4,4,729,名古屋ダイヤモンドドルフィンズ,698,滋賀レイクスターズ,12,愛知県体育館,140000,155100,1821,67,54,504,高城　邦弘,8,久米　克弥,35,有澤　重行,晴れ,25.8,39,14
63,20161015,2,2016-17 B1リーグ,4,4,699,京都ハンナリーズ,701,琉球ゴールデンキングス,227,ハンナリーズアリーナ,180000,195700,1492,74,81,3,松本　隆志,4,北沢　岳夫,230,堀内　純,晴れ,25.4,44,14
64,20161015,2,2016-17 B1リーグ,4,4,700,大阪エヴェッサ,728,シーホース三河,230,府民共済SUPERアリーナ,170200,184900,1822,69,76,37,相原　伸康,13,佐藤　誠,38,松本　究,晴れ,25.8,41,14
65,20161016,2,2016-17 B1リーグ,4,4,693,秋田ノーザンハピネッツ,704,千葉ジェッツ,185,ＣＮＡアリーナ★あきた,140100,155500,3709,72,57,20,緒方　崇,12,安西　郷史,10,芳賀　聡,晴れ,22.8,58,14
66,20161016,2,2016-17 B1リーグ,4,4,706,アルバルク東京,692,仙台89ERS,2,国立代々木競技場第二体育館,170100,183500,2665,91,69,21,久保　裕紀,366,大倉　守正,458,北島　寛臣,晴れ,26.9,48,14
67,20161016,2,2016-17 B1リーグ,4,4,726,サンロッカーズ渋谷,727,川崎ブレイブサンダース,280,青山学院記念館,140100,153400,1663,56,68,26,平原　勇次,22,倉口　勉,264,細田　知宏,晴れ,23.8,42,14
68,20161016,2,2016-17 B1リーグ,5,4,695,新潟アルビレックスBB,697,三遠ネオフェニックス,211,シティホールプラザアオーレ長岡,130000,150500,3616,93,86,2,宇田川　貴生,224,伊藤　亮介,244,稲葉　威,晴れ,25.4,39.6,14
69,20161016,2,2016-17 B1リーグ,4,4,696,富山グラウジーズ,694,横浜ビー・コルセアーズ,223,富山県総合体育センター,130100,144100,1800,69,81,25,東　祐二,225,谷古宇　孝,571,平澤　明男,晴れ,24.5,41,14
70,20161016,2,2016-17 B1リーグ,4,4,729,名古屋ダイヤモンドドルフィンズ,698,滋賀レイクスターズ,12,愛知県体育館,140000,155600,2055,74,67,504,高城　邦弘,8,久米　克弥,35,有澤　重行,晴れ,25.2,44,14
71,20161016,2,2016-17 B1リーグ,4,4,699,京都ハンナリーズ,701,琉球ゴールデンキングス,227,ハンナリーズアリーナ,130000,145400,1670,81,83,3,松本　隆志,4,北沢　岳夫,230,堀内　純,晴れ,24.8,48,14
72,20161016,2,2016-17 B1リーグ,4,4,700,大阪エヴェッサ,728,シーホース三河,230,府民共済SUPERアリーナ,140300,154400,2071,88,93,37,相原　伸康,13,佐藤　誠,38,松本　究,晴れ,26,48,14
73,20161021,2,2016-17 B1リーグ,4,5,727,川崎ブレイブサンダース,696,富山グラウジーズ,8,川崎市とどろきアリーナ,191000,211300,1881,74,72,5,片寄　達,8,久米　克弥,20,緒方　崇,曇り,25,63,14
74,20161022,2,2016-17 B1リーグ,4,5,692,仙台89ERS,693,秋田ノーザンハピネッツ,221,カメイアリーナ仙台,180100,195500,1871,66,63,2,宇田川　貴生,27,前田　喜庸,221,阿部　聖,曇り,23.7,48,14
75,20161022,2,2016-17 B1リーグ,4,5,703,栃木ブレックス,706,アルバルク東京,7,ブレックスアリーナ宇都宮,150000,165500,3853,96,76,4,北沢　岳夫,12,安西　郷史,227,飯尾　勝紀,曇り,23.1,45,14
76,20161022,2,2016-17 B1リーグ,4,5,704,千葉ジェッツ,702,レバンガ北海道,3,船橋アリーナ,170300,184700,4305,80,65,21,久保　裕紀,22,倉口　勉,264,細田　知宏,曇り,27,46,14
77,20161022,2,2016-17 B1リーグ,4,5,727,川崎ブレイブサンダース,696,富山グラウジーズ,8,川崎市とどろきアリーナ,180100,195800,2734,112,90,5,片寄　達,8,久米　克弥,20,緒方　崇,曇り,24,67,14
78,20161022,2,2016-17 B1リーグ,4,5,694,横浜ビー・コルセアーズ,695,新潟アルビレックスBB,232,横浜国際プール,180100,195700,3748,75,80,270,加藤　誉樹,10,芳賀　聡,230,堀内　純,曇り,24.9,46.1,14
79,20161022,2,2016-17 B1リーグ,4,5,697,三遠ネオフェニックス,726,サンロッカーズ渋谷,226,浜松アリーナ,180000,195300,2526,70,68,3,松本　隆志,13,佐藤　誠,571,平澤　明男,曇り,25.6,57,14
80,20161022,2,2016-17 B1リーグ,4,5,728,シーホース三河,699,京都ハンナリーズ,4,ウィングアリーナ刈谷,140100,153400,1747,66,37,16,小澤　勤,504,高城　邦弘,35,有澤　重行,晴れ,27.2,49,14
81,20161022,2,2016-17 B1リーグ,4,5,698,滋賀レイクスターズ,700,大阪エヴェッサ,220,ウカルちゃんアリーナ,180200,195100,1534,60,76,25,東　祐二,33,山内　俊幸,685,田中　豊弘,曇り,24.5,53,14
82,20161022,2,2016-17 B1リーグ,4,5,701,琉球ゴールデンキングス,729,名古屋ダイヤモンドドルフィンズ,291,沖縄市体育館,190300,205400,3426,71,58,37,相原　伸康,603,田島　寛治,225,谷古宇　孝,晴れ,28,50,14
83,20161023,2,2016-17 B1リーグ,4,5,692,仙台89ERS,693,秋田ノーザンハピネッツ,221,カメイアリーナ仙台,133000,152500,2025,66,59,2,宇田川　貴生,27,前田　喜庸,221,阿部　聖,晴れ,23.1,45,14
84,20161023,2,2016-17 B1リーグ,4,5,703,栃木ブレックス,706,アルバルク東京,7,ブレックスアリーナ宇都宮,140000,155600,4035,80,84,4,北沢　岳夫,12,安西　郷史,227,飯尾　勝紀,晴れ,25.4,39,14
85,20161023,2,2016-17 B1リーグ,4,5,704,千葉ジェッツ,702,レバンガ北海道,3,船橋アリーナ,170100,185700,5183,96,52,21,久保　裕紀,22,倉口　勉,264,細田　知宏,曇り,27,46,14
86,20161023,2,2016-17 B1リーグ,4,5,694,横浜ビー・コルセアーズ,695,新潟アルビレックスBB,232,横浜国際プール,140100,154500,3456,78,96,270,加藤　誉樹,10,芳賀　聡,230,堀内　純,晴れ,27.5,42.1,14
87,20161023,2,2016-17 B1リーグ,4,5,697,三遠ネオフェニックス,726,サンロッカーズ渋谷,226,浜松アリーナ,140000,155200,2405,76,79,3,松本　隆志,13,佐藤　誠,571,平澤　明男,曇り,25.1,53,14
88,20161023,2,2016-17 B1リーグ,4,5,728,シーホース三河,699,京都ハンナリーズ,4,ウィングアリーナ刈谷,140000,153200,1929,80,49,16,小澤　勤,504,高城　邦弘,35,有澤　重行,晴れ,24.8,47,14
89,20161023,2,2016-17 B1リーグ,4,5,698,滋賀レイクスターズ,700,大阪エヴェッサ,220,ウカルちゃんアリーナ,140300,155300,1552,66,81,25,東　祐二,33,山内　俊幸,685,田中　豊弘,晴れ,23.7,52,14
90,20161023,2,2016-17 B1リーグ,4,5,701,琉球ゴールデンキングス,729,名古屋ダイヤモンドドルフィンズ,291,沖縄市体育館,180400,200300,3591,64,69,37,相原　伸康,603,田島　寛治,225,谷古宇　孝,曇り,28,50,14
91,20161028,2,2016-17 B1リーグ,4,6,727,川崎ブレイブサンダース,697,三遠ネオフェニックス,8,川崎市とどろきアリーナ,190000,205600,1818,81,87,22,倉口　勉,27,前田　喜庸,458,北島　寛臣,雨,23.4,98,14
92,20161029,2,2016-17 B1リーグ,4,6,693,秋田ノーザンハピネッツ,703,栃木ブレックス,281,能代市総合体育館,180100,195000,2385,61,68,5,片寄　達,504,高城　邦弘,222,加川　真,曇り,22.9,40,14
93,20161029,2,2016-17 B1リーグ,4,6,704,千葉ジェッツ,706,アルバルク東京,3,船橋アリーナ,170300,190100,4425,84,87,270,加藤　誉樹,8,久米　克弥,290,守谷　圭介,曇り,26.6,48,14
94,20161029,2,2016-17 B1リーグ,4,6,726,サンロッカーズ渋谷,694,横浜ビー・コルセアーズ,209,キッコーマン アリーナ（流山市民総合体育館）,150000,163200,1465,65,80,21,久保　裕紀,603,田島　寛治,35,有澤　重行,曇り,21.5,52,14
95,20161029,2,2016-17 B1リーグ,4,6,727,川崎ブレイブサンダース,697,三遠ネオフェニックス,8,川崎市とどろきアリーナ,150000,164800,2096,84,66,22,倉口　勉,27,前田　喜庸,458,北島　寛臣,曇り,24,53,14
96,20161029,2,2016-17 B1リーグ,4,6,695,新潟アルビレックスBB,696,富山グラウジーズ,233,リージョンプラザ上越,160000,174800,2710,94,73,25,東　祐二,33,山内　俊幸,19,石田　祐二,雨,24.5,46,14
97,20161029,2,2016-17 B1リーグ,4,6,729,名古屋ダイヤモンドドルフィンズ,728,シーホース三河,29,パークアリーナ小牧,140200,153800,2174,64,75,4,北沢　岳夫,230,堀内　純,264,細田　知宏,晴れ,25.7,49,14
98,20161029,2,2016-17 B1リーグ,4,6,700,大阪エヴェッサ,699,京都ハンナリーズ,230,府民共済SUPERアリーナ,170100,184600,1761,75,59,26,平原　勇次,39,宇地原　尚彦,231,御手洗　亮,晴れ,25.3,43,14
99,20161030,2,2016-17 B1リーグ,4,6,702,レバンガ北海道,692,仙台89ERS,47,北海きたえーる,193400,213300,2183,61,72,12,安西　郷史,9,谷地　温,366,大倉　守正,曇り,23.3,33,14
100,20161030,2,2016-17 B1リーグ,4,6,693,秋田ノーザンハピネッツ,703,栃木ブレックス,281,能代市総合体育館,140000,155400,2648,73,87,5,片寄　達,504,高城　邦弘,222,加川　真,曇り,22.9,36,14
101,20161030,2,2016-17 B1リーグ,4,6,704,千葉ジェッツ,706,アルバルク東京,3,船橋アリーナ,150300,170300,3305,70,82,270,加藤　誉樹,8,久米　克弥,290,守谷　圭介,曇り,23.6,38,14
102,20161030,2,2016-17 B1リーグ,5,6,726,サンロッカーズ渋谷,694,横浜ビー・コルセアーズ,209,キッコーマン アリーナ（流山市民総合体育館）,150100,165000,1822,80,89,21,久保　裕紀,603,田島　寛治,35,有澤　重行,曇り,23.5,50,14
103,20161030,2,2016-17 B1リーグ,4,6,695,新潟アルビレックスBB,696,富山グラウジーズ,233,リージョンプラザ上越,130000,145400,3155,79,57,25,東　祐二,33,山内　俊幸,19,石田　祐二,晴れ,24.8,41,14
104,20161030,2,2016-17 B1リーグ,4,6,729,名古屋ダイヤモンドドルフィンズ,728,シーホース三河,29,パークアリーナ小牧,140000,154700,2505,77,71,4,北沢　岳夫,230,堀内　純,264,細田　知宏,晴れ,24.8,54,14
105,20161030,2,2016-17 B1リーグ,4,6,698,滋賀レイクスターズ,701,琉球ゴールデンキングス,220,ウカルちゃんアリーナ,140300,155900,1902,75,84,16,小澤　勤,29,玉木　彰治,393,青木　俊博,晴れ,21.5,41,14
106,20161030,2,2016-17 B1リーグ,5,6,700,大阪エヴェッサ,699,京都ハンナリーズ,230,府民共済SUPERアリーナ,140000,161800,2268,86,93,26,平原　勇次,39,宇地原　尚彦,231,御手洗　亮,晴れ,25.4,34,14
107,20161031,2,2016-17 B1リーグ,4,6,702,レバンガ北海道,692,仙台89ERS,47,北海きたえーる,190100,205500,1727,84,69,12,安西　郷史,9,谷地　温,366,大倉　守正,雨,22.5,36,14
108,20161031,2,2016-17 B1リーグ,4,6,698,滋賀レイクスターズ,701,琉球ゴールデンキングス,220,ウカルちゃんアリーナ,191300,210900,2288,76,60,16,小澤　勤,29,玉木　彰治,393,青木　俊博,曇り,21.9,51,14
109,20161105,2,2016-17 B1リーグ,4,7,692,仙台89ERS,704,千葉ジェッツ,186,ゼビオアリーナ仙台,180100,194900,2158,71,75,16,小澤　勤,224,伊藤　亮介,10,芳賀　聡,晴れ,23,38,14
110,20161105,2,2016-17 B1リーグ,4,7,703,栃木ブレックス,702,レバンガ北海道,7,ブレックスアリーナ宇都宮,150100,165300,3085,92,60,25,東　祐二,4,北沢　岳夫,381,久保　知仁,晴れ,25.5,40,14
111,20161105,2,2016-17 B1リーグ,4,7,694,横浜ビー・コルセアーズ,727,川崎ブレイブサンダース,232,横浜国際プール,180000,195100,3447,81,83,20,緒方　崇,13,佐藤　誠,39,宇地原　尚彦,晴れ,25.2,38.7,14
112,20161105,2,2016-17 B1リーグ,4,7,696,富山グラウジーズ,726,サンロッカーズ渋谷,223,富山県総合体育センター,180100,195100,1628,73,79,2,宇田川　貴生,226,冨島　健司,384,東條　輝正,晴れ,26.4,36,14
113,20161105,2,2016-17 B1リーグ,4,7,697,三遠ネオフェニックス,695,新潟アルビレックスBB,226,浜松アリーナ,191000,205200,3149,77,64,37,相原　伸康,504,高城　邦弘,566,地頭薗 剛,晴れ,24.5,35,14
114,20161105,2,2016-17 B1リーグ,4,7,728,シーホース三河,698,滋賀レイクスターズ,4,ウィングアリーナ刈谷,140100,155300,2202,82,72,5,片寄　達,35,有澤　重行,458,北島　寛臣,晴れ,21,41,14
115,20161105,2,2016-17 B1リーグ,4,7,699,京都ハンナリーズ,729,名古屋ダイヤモンドドルフィンズ,227,ハンナリーズアリーナ,180100,195700,1347,81,73,12,安西　郷史,29,玉木　彰治,227,飯尾　勝紀,晴れ,21.5,49,14
